"File Name","Condition","Timepoint","Individual","Sample Description","Sample Source Description","Sample Source"
"882604.fcs","POL-2-PTEG",2,"080-16","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505211.fcs","negctrl",2,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505212.fcs","negctrl",2,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505214.fcs","negctrl",2,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505215.fcs","negctrl",2,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505217.fcs","negctrl",2,"080-8","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505218.fcs","negctrl",2,"080-8","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505220.fcs","negctrl",2,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505221.fcs","negctrl",2,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505223.fcs","negctrl",2,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505224.fcs","negctrl",2,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505226.fcs","negctrl",2,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505227.fcs","negctrl",2,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505229.fcs","negctrl",2,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505230.fcs","negctrl",2,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505283.fcs","GAG-1-PTEG",2,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505285.fcs","GAG-1-PTEG",2,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505287.fcs","GAG-1-PTEG",2,"080-8","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505289.fcs","GAG-1-PTEG",2,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505291.fcs","GAG-1-PTEG",2,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505293.fcs","GAG-1-PTEG",2,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505295.fcs","GAG-1-PTEG",2,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505315.fcs","POL-1-PTEG",2,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505317.fcs","POL-1-PTEG",2,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505319.fcs","POL-1-PTEG",2,"080-8","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505321.fcs","POL-1-PTEG",2,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505323.fcs","POL-1-PTEG",2,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505325.fcs","POL-1-PTEG",2,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505327.fcs","POL-1-PTEG",2,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505331.fcs","POL-2-PTEG",2,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505333.fcs","POL-2-PTEG",2,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505335.fcs","POL-2-PTEG",2,"080-8","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505337.fcs","POL-2-PTEG",2,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505339.fcs","POL-2-PTEG",2,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505341.fcs","POL-2-PTEG",2,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"505343.fcs","POL-2-PTEG",2,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504777.fcs","negctrl",2,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504778.fcs","negctrl",2,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504786.fcs","negctrl",2,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504787.fcs","negctrl",2,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504789.fcs","negctrl",2,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504790.fcs","negctrl",2,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504792.fcs","negctrl",2,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504793.fcs","negctrl",2,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504847.fcs","GAG-1-PTEG",2,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504853.fcs","GAG-1-PTEG",2,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504855.fcs","GAG-1-PTEG",2,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504857.fcs","GAG-1-PTEG",2,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504879.fcs","POL-1-PTEG",2,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504885.fcs","POL-1-PTEG",2,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504887.fcs","POL-1-PTEG",2,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504889.fcs","POL-1-PTEG",2,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504895.fcs","POL-2-PTEG",2,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504901.fcs","POL-2-PTEG",2,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504903.fcs","POL-2-PTEG",2,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"504905.fcs","POL-2-PTEG",2,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508326.fcs","negctrl",5,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508327.fcs","negctrl",5,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508329.fcs","negctrl",5,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508330.fcs","negctrl",5,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508332.fcs","negctrl",5,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508333.fcs","negctrl",5,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508335.fcs","negctrl",5,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508336.fcs","negctrl",5,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508338.fcs","negctrl",5,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508339.fcs","negctrl",5,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508341.fcs","negctrl",5,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508342.fcs","negctrl",5,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508344.fcs","negctrl",5,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508345.fcs","negctrl",5,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508398.fcs","GAG-1-PTEG",5,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508400.fcs","GAG-1-PTEG",5,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508402.fcs","GAG-1-PTEG",5,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508404.fcs","GAG-1-PTEG",5,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508406.fcs","GAG-1-PTEG",5,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508408.fcs","GAG-1-PTEG",5,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508410.fcs","GAG-1-PTEG",5,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508430.fcs","POL-1-PTEG",5,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508432.fcs","POL-1-PTEG",5,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508434.fcs","POL-1-PTEG",5,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508436.fcs","POL-1-PTEG",5,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508438.fcs","POL-1-PTEG",5,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508440.fcs","POL-1-PTEG",5,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508442.fcs","POL-1-PTEG",5,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508446.fcs","POL-2-PTEG",5,"080-25","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508448.fcs","POL-2-PTEG",5,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508450.fcs","POL-2-PTEG",5,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508452.fcs","POL-2-PTEG",5,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508454.fcs","POL-2-PTEG",5,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508456.fcs","POL-2-PTEG",5,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"508458.fcs","POL-2-PTEG",5,"080-26","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509238.fcs","negctrl",5,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509239.fcs","negctrl",5,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509241.fcs","negctrl",5,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509242.fcs","negctrl",5,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509244.fcs","negctrl",5,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509245.fcs","negctrl",5,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509247.fcs","negctrl",5,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509248.fcs","negctrl",5,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509250.fcs","negctrl",5,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509251.fcs","negctrl",5,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509253.fcs","negctrl",5,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509254.fcs","negctrl",5,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509256.fcs","negctrl",5,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509257.fcs","negctrl",5,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509259.fcs","negctrl",5,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509260.fcs","negctrl",5,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509310.fcs","GAG-1-PTEG",5,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509312.fcs","GAG-1-PTEG",5,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509314.fcs","GAG-1-PTEG",5,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509316.fcs","GAG-1-PTEG",5,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509318.fcs","GAG-1-PTEG",5,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509320.fcs","GAG-1-PTEG",5,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509322.fcs","GAG-1-PTEG",5,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509324.fcs","GAG-1-PTEG",5,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509342.fcs","POL-1-PTEG",5,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509344.fcs","POL-1-PTEG",5,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509346.fcs","POL-1-PTEG",5,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509348.fcs","POL-1-PTEG",5,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509350.fcs","POL-1-PTEG",5,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509352.fcs","POL-1-PTEG",5,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509354.fcs","POL-1-PTEG",5,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509356.fcs","POL-1-PTEG",5,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509358.fcs","POL-2-PTEG",5,"080-27","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509360.fcs","POL-2-PTEG",5,"080-28","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509362.fcs","POL-2-PTEG",5,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509364.fcs","POL-2-PTEG",5,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509366.fcs","POL-2-PTEG",5,"080-29","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509368.fcs","POL-2-PTEG",5,"080-11","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509370.fcs","POL-2-PTEG",5,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"509372.fcs","POL-2-PTEG",5,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513874.fcs","negctrl",2,"080-39","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513875.fcs","negctrl",2,"080-39","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513877.fcs","negctrl",2,"080-34","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513878.fcs","negctrl",2,"080-34","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513880.fcs","negctrl",2,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513881.fcs","negctrl",2,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513883.fcs","negctrl",2,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513884.fcs","negctrl",2,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513886.fcs","negctrl",2,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513887.fcs","negctrl",2,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513889.fcs","negctrl",2,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513890.fcs","negctrl",2,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513892.fcs","negctrl",2,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513893.fcs","negctrl",2,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513895.fcs","negctrl",2,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513896.fcs","negctrl",2,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513946.fcs","GAG-1-PTEG",2,"080-39","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513948.fcs","GAG-1-PTEG",2,"080-34","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513950.fcs","GAG-1-PTEG",2,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513952.fcs","GAG-1-PTEG",2,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513954.fcs","GAG-1-PTEG",2,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513956.fcs","GAG-1-PTEG",2,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513958.fcs","GAG-1-PTEG",2,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513960.fcs","GAG-1-PTEG",2,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513978.fcs","POL-1-PTEG",2,"080-39","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513980.fcs","POL-1-PTEG",2,"080-34","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513982.fcs","POL-1-PTEG",2,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513984.fcs","POL-1-PTEG",2,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513986.fcs","POL-1-PTEG",2,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513988.fcs","POL-1-PTEG",2,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513990.fcs","POL-1-PTEG",2,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513992.fcs","POL-1-PTEG",2,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513994.fcs","POL-2-PTEG",2,"080-39","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513996.fcs","POL-2-PTEG",2,"080-34","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"513998.fcs","POL-2-PTEG",2,"080-45","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"514000.fcs","POL-2-PTEG",2,"080-44","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"514002.fcs","POL-2-PTEG",2,"080-43","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"514004.fcs","POL-2-PTEG",2,"080-42","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"514006.fcs","POL-2-PTEG",2,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"514008.fcs","POL-2-PTEG",2,"080-40","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516517.fcs","negctrl",2,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516518.fcs","negctrl",2,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516520.fcs","negctrl",2,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516521.fcs","negctrl",2,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516523.fcs","negctrl",2,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516524.fcs","negctrl",2,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516526.fcs","negctrl",2,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516527.fcs","negctrl",2,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516529.fcs","negctrl",2,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516530.fcs","negctrl",2,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516532.fcs","negctrl",2,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516533.fcs","negctrl",2,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516535.fcs","negctrl",5,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516536.fcs","negctrl",5,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516538.fcs","negctrl",5,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516539.fcs","negctrl",5,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516589.fcs","GAG-1-PTEG",2,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516591.fcs","GAG-1-PTEG",2,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516593.fcs","GAG-1-PTEG",2,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516595.fcs","GAG-1-PTEG",2,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516597.fcs","GAG-1-PTEG",2,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516599.fcs","GAG-1-PTEG",2,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516601.fcs","GAG-1-PTEG",5,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516603.fcs","GAG-1-PTEG",5,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516621.fcs","POL-1-PTEG",2,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516623.fcs","POL-1-PTEG",2,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516625.fcs","POL-1-PTEG",2,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516627.fcs","POL-1-PTEG",2,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516629.fcs","POL-1-PTEG",2,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516631.fcs","POL-1-PTEG",2,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516633.fcs","POL-1-PTEG",5,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516635.fcs","POL-1-PTEG",5,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516637.fcs","POL-2-PTEG",2,"080-46","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516639.fcs","POL-2-PTEG",2,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516641.fcs","POL-2-PTEG",2,"080-41","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516643.fcs","POL-2-PTEG",2,"080-31","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516645.fcs","POL-2-PTEG",2,"080-30","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516647.fcs","POL-2-PTEG",2,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516649.fcs","POL-2-PTEG",5,"080-48","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516651.fcs","POL-2-PTEG",5,"080-47","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516957.fcs","negctrl",5,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516958.fcs","negctrl",5,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516960.fcs","negctrl",5,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516961.fcs","negctrl",5,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516963.fcs","negctrl",5,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516964.fcs","negctrl",5,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516966.fcs","negctrl",5,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516967.fcs","negctrl",5,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516969.fcs","negctrl",5,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"516970.fcs","negctrl",5,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517029.fcs","GAG-1-PTEG",5,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517031.fcs","GAG-1-PTEG",5,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517033.fcs","GAG-1-PTEG",5,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517035.fcs","GAG-1-PTEG",5,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517037.fcs","GAG-1-PTEG",5,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517061.fcs","POL-1-PTEG",5,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517063.fcs","POL-1-PTEG",5,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517065.fcs","POL-1-PTEG",5,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517067.fcs","POL-1-PTEG",5,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517069.fcs","POL-1-PTEG",5,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517077.fcs","POL-2-PTEG",5,"080-12","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517079.fcs","POL-2-PTEG",5,"080-13","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517081.fcs","POL-2-PTEG",5,"080-14","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517083.fcs","POL-2-PTEG",5,"080-15","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
"517085.fcs","POL-2-PTEG",5,"080-32","PBMCs from healthy subjects","[biological] Human peripheral blood","[biological]"
